,Acc_ts,Acc_x,Acc_y,Acc_z,Gyro_ts,Gyro_x,Gyro_y,Gyro_z,Mag_ts,Mag_x,Mag_y,Mag_z
23,229.411,1.9153614044189453,-0.24899697303771973,-9.77791976928711,229.74800000000002,0.001065264455974102,-0.002130528911948204,-0.001065264455974102,230.048,151.0,-588.0,375.0
24,239.29500000000002,1.8962076902389526,-0.24899697303771973,-9.758766174316406,239.657,-0.0,-0.002130528911948204,0.0,239.957,145.0,-570.0,387.0
25,249.182,1.9057846069335938,-0.2777273952960968,-9.864110946655273,249.977,-0.0,-0.001065264455974102,-0.001065264455974102,249.976,151.0,-564.0,381.0
26,258.87,1.8962076902389526,-0.22026655077934265,-9.806650161743164,260.05699999999996,-0.001065264455974102,-0.001065264455974102,0.0,260.256,163.0,-582.0,381.0
27,268.759,1.886630892753601,-0.2585737705230713,-9.787496566772461,270.04200000000003,-0.002130528911948204,-0.001065264455974102,0.0,270.241,157.0,-564.0,355.0
28,278.817,1.9249382019042969,-0.2106897532939911,-9.90241813659668,279.944,-0.003195793367922306,-0.001065264455974102,-0.001065264455974102,280.146,145.0,-576.0,368.0
29,288.50199999999995,1.9345149993896484,-0.2585737705230713,-9.816226959228516,290.13899999999995,-0.002130528911948204,-0.002130528911948204,-0.001065264455974102,289.937,157.0,-588.0,349.0
30,298.387,1.9057846069335938,-0.24899697303771973,-9.825803756713867,300.458,-0.002130528911948204,-0.003195793367922306,-0.001065264455974102,300.073,163.0,-582.0,375.0
31,310.269,1.886630892753601,-0.22026655077934265,-9.84495735168457,310.362,-0.0,-0.003195793367922306,0.0,310.355,145.0,-576.0,375.0
32,320.24399999999997,1.9345149993896484,-0.2777273952960968,-9.816226959228516,320.34299999999996,0.002130528911948204,-0.003195793367922306,0.001065264455974102,320.536,151.0,-576.0,375.0
33,330.25,1.8962076902389526,-0.2968810200691223,-9.835380554199219,330.349,0.001065264455974102,-0.003195793367922306,0.0,330.541,168.0,-582.0,362.0
34,340.117,1.9345149993896484,-0.26815059781074524,-9.77791976928711,340.05800000000005,-0.0,-0.003195793367922306,-0.001065264455974102,340.45,157.0,-588.0,362.0
35,349.979,1.867477297782898,-0.2585737705230713,-9.825803756713867,350.148,-0.001065264455974102,-0.002130528911948204,-0.001065264455974102,350.345,145.0,-576.0,375.0
36,359.88,1.9057846069335938,-0.23942017555236816,-9.787496566772461,359.935,-0.0,-0.001065264455974102,-0.001065264455974102,360.33700000000005,151.0,-582.0,355.0
37,369.711,1.886630892753601,-0.2585737705230713,-9.825803756713867,370.033,-0.001065264455974102,-0.001065264455974102,-0.001065264455974102,370.233,157.0,-576.0,375.0
38,379.676,1.9057846069335938,-0.23942017555236816,-9.825803756713867,380.031,-0.001065264455974102,-0.002130528911948204,0.0,380.231,151.0,-588.0,368.0
39,389.29200000000003,1.8962076902389526,-0.24899697303771973,-9.758766174316406,390.185,-0.001065264455974102,-0.001065264455974102,-0.001065264455974102,390.183,145.0,-576.0,381.0
40,399.37899999999996,1.9153614044189453,-0.2968810200691223,-9.854534149169922,399.871,-0.0,0.0,-0.001065264455974102,400.07,157.0,-582.0,381.0
41,409.069,1.9153614044189453,-0.24899697303771973,-9.835380554199219,409.86499999999995,-0.0,0.001065264455974102,-0.002130528911948204,409.96500000000003,139.0,-576.0,368.0
42,419.122,1.9345149993896484,-0.28730419278144836,-9.77791976928711,420.037,-0.001065264455974102,0.001065264455974102,-0.002130528911948204,419.844,157.0,-588.0,381.0
43,428.818,1.9153614044189453,-0.2298433631658554,-9.854534149169922,430.031,-0.0,0.001065264455974102,-0.001065264455974102,430.029,151.0,-588.0,362.0
44,438.697,1.8770540952682495,-0.2298433631658554,-9.84495735168457,440.02599999999995,0.001065264455974102,0.001065264455974102,-0.001065264455974102,440.224,157.0,-576.0,355.0
45,448.586,1.9249382019042969,-0.24899697303771973,-9.84495735168457,449.946,0.001065264455974102,0.0,-0.001065264455974102,450.14500000000004,151.0,-582.0,381.0
46,458.476,1.9249382019042969,-0.23942017555236816,-9.825803756713867,459.986,-0.001065264455974102,-0.001065264455974102,-0.002130528911948204,460.185,145.0,-576.0,375.0
47,470.221,1.886630892753601,-0.26815059781074524,-9.825803756713867,470.294,-0.001065264455974102,-0.002130528911948204,-0.002130528911948204,470.103,151.0,-593.0,375.0
48,480.29699999999997,1.9153614044189453,-0.24899697303771973,-9.873687744140625,480.396,-0.001065264455974102,-0.003195793367922306,0.0,480.588,139.0,-588.0,388.0
49,490.27500000000003,1.8770540952682495,-0.24899697303771973,-9.816226959228516,490.21999999999997,-0.0,-0.004261057823896408,-0.001065264455974102,490.616,133.0,-570.0,362.0
50,500.204,1.8962076902389526,-0.28730419278144836,-9.806650161743164,500.425,-0.001065264455974102,-0.00532632227987051,-0.002130528911948204,500.62600000000003,133.0,-605.0,362.0
51,510.03,1.9153614044189453,-0.2298433631658554,-9.835380554199219,510.19599999999997,-0.001065264455974102,-0.00532632227987051,-0.002130528911948204,510.587,151.0,-582.0,349.0
52,519.959,1.9057846069335938,-0.23942017555236816,-9.806650161743164,519.894,-0.001065264455974102,-0.003195793367922306,-0.002130528911948204,520.2900000000001,151.0,-564.0,368.0
53,529.852,1.9057846069335938,-0.28730419278144836,-9.892841339111328,530.077,-0.001065264455974102,-0.001065264455974102,-0.002130528911948204,530.079,145.0,-564.0,375.0
54,539.5600000000001,1.8962076902389526,-0.23942017555236816,-9.864110946655273,539.919,-0.001065264455974102,0.0,-0.002130528911948204,540.318,128.0,-570.0,368.0
55,549.594,1.8962076902389526,-0.24899697303771973,-9.84495735168457,549.906,-0.001065264455974102,0.0,-0.002130528911948204,550.206,151.0,-588.0,375.0
56,559.434,1.9057846069335938,-0.24899697303771973,-9.797073364257812,559.755,-0.001065264455974102,0.0,-0.002130528911948204,560.255,157.0,-564.0,375.0
57,569.1220000000001,1.9345149993896484,-0.26815059781074524,-9.835380554199219,570.049,-0.0,0.0,-0.001065264455974102,570.052,133.0,-570.0,368.0
58,579.208,1.886630892753601,-0.23942017555236816,-9.806650161743164,580.1129999999999,-0.001065264455974102,0.0,0.0,580.111,139.0,-582.0,362.0
59,588.899,1.8579005002975464,-0.2585737705230713,-9.797073364257812,590.086,-0.002130528911948204,-0.001065264455974102,0.0,590.283,151.0,-582.0,375.0
60,598.782,1.8770540952682495,-0.2585737705230713,-9.84495735168457,600.23,-0.002130528911948204,0.0,-0.002130528911948204,600.231,145.0,-576.0,375.0
61,608.8679999999999,1.8962076902389526,-0.28730419278144836,-9.758766174316406,610.235,-0.001065264455974102,-0.001065264455974102,-0.002130528911948204,610.235,163.0,-576.0,368.0
62,618.524,1.9249382019042969,-0.2298433631658554,-9.825803756713867,620.54,-0.0,-0.002130528911948204,-0.002130528911948204,620.155,174.0,-576.0,362.0
63,630.049,1.886630892753601,-0.2777273952960968,-9.806650161743164,630.3349999999999,-0.0,-0.001065264455974102,-0.001065264455974102,630.349,151.0,-576.0,362.0
64,640.3259999999999,1.9249382019042969,-0.26815059781074524,-9.797073364257812,640.422,-0.001065264455974102,-0.001065264455974102,-0.001065264455974102,640.615,157.0,-553.0,368.0
65,650.325,1.8770540952682495,-0.23942017555236816,-9.816226959228516,650.4290000000001,-0.003195793367922306,-0.001065264455974102,0.0,650.6220000000001,151.0,-576.0,355.0
66,660.2479999999999,1.9153614044189453,-0.23942017555236816,-9.77791976928711,660.199,-0.002130528911948204,-0.001065264455974102,0.0,660.591,157.0,-576.0,368.0
67,670.1160000000001,1.944091796875,-0.2585737705230713,-9.825803756713867,670.284,-0.002130528911948204,-0.002130528911948204,0.0,670.479,168.0,-576.0,375.0
68,680.0070000000001,1.886630892753601,-0.24899697303771973,-9.816226959228516,679.9739999999999,-0.001065264455974102,-0.001065264455974102,-0.001065264455974102,680.569,145.0,-582.0,375.0
69,689.902,1.9153614044189453,-0.24899697303771973,-9.787496566772461,690.149,-0.0,-0.001065264455974102,0.0,690.351,157.0,-570.0,381.0
70,699.7330000000001,1.9249382019042969,-0.2585737705230713,-9.835380554199219,700.058,-0.001065264455974102,-0.002130528911948204,-0.001065264455974102,700.256,168.0,-576.0,381.0
71,709.701,1.8962076902389526,-0.23942017555236816,-9.806650161743164,710.05,-0.0,-0.002130528911948204,-0.001065264455974102,710.254,151.0,-582.0,368.0
72,719.3159999999999,1.9153614044189453,-0.20111294090747833,-9.873687744140625,719.8489999999999,-0.0,-0.001065264455974102,-0.001065264455974102,720.149,151.0,-593.0,381.0
73,729.402,1.9057846069335938,-0.2298433631658554,-9.84495735168457,729.7620000000001,-0.001065264455974102,-0.001065264455974102,-0.001065264455974102,730.062,145.0,-564.0,368.0
74,739.0980000000001,1.9249382019042969,-0.2298433631658554,-9.854534149169922,740.045,-0.001065264455974102,-0.002130528911948204,-0.001065264455974102,740.0459999999999,157.0,-594.0,355.0
75,749.145,1.9345149993896484,-0.2585737705230713,-9.84495735168457,750.1419999999999,-0.0,-0.002130528911948204,-0.001065264455974102,750.141,163.0,-576.0,362.0
76,759.0329999999999,1.886630892753601,-0.2777273952960968,-9.816226959228516,760.116,-0.001065264455974102,-0.002130528911948204,-0.001065264455974102,760.3140000000001,151.0,-570.0,375.0
77,768.7239999999999,1.9249382019042969,-0.2298433631658554,-9.787496566772461,770.0500000000001,-0.001065264455974102,-0.002130528911948204,-0.001065264455974102,770.2529999999999,157.0,-564.0,375.0
78,778.808,1.9153614044189453,-0.2298433631658554,-9.806650161743164,780.0559999999999,-0.0,-0.002130528911948204,-0.001065264455974102,780.254,145.0,-588.0,349.0
79,790.141,1.9153614044189453,-0.24899697303771973,-9.825803756713867,790.327,0.001065264455974102,-0.002130528911948204,-0.001065264455974102,790.141,145.0,-576.0,381.0
80,800.337,1.9057846069335938,-0.2585737705230713,-9.768342971801758,800.44,0.001065264455974102,-0.001065264455974102,-0.001065264455974102,800.432,151.0,-588.0,381.0
81,810.354,1.9153614044189453,-0.22026655077934265,-9.825803756713867,810.448,-0.0,-0.001065264455974102,-0.001065264455974102,810.641,151.0,-576.0,368.0
82,820.3589999999999,1.9536685943603516,-0.2777273952960968,-9.825803756713867,820.545,-0.001065264455974102,-0.001065264455974102,-0.001065264455974102,820.543,151.0,-576.0,368.0
83,830.176,1.8962076902389526,-0.19153612852096558,-9.873687744140625,830.342,-0.001065264455974102,0.0,-0.001065264455974102,830.535,151.0,-570.0,375.0
84,840.058,1.9249382019042969,-0.23942017555236816,-9.854534149169922,840.222,-0.001065264455974102,0.0,-0.001065264455974102,840.6139999999999,163.0,-576.0,381.0
85,849.953,1.886630892753601,-0.23942017555236816,-9.797073364257812,849.921,-0.0,0.001065264455974102,-0.001065264455974102,850.5129999999999,174.0,-564.0,368.0
86,859.8130000000001,1.8962076902389526,-0.2585737705230713,-9.806650161743164,860.144,-0.0,0.001065264455974102,-0.002130528911948204,860.343,151.0,-576.0,381.0
87,869.755,1.9057846069335938,-0.2585737705230713,-9.787496566772461,870.115,-0.0,0.001065264455974102,-0.001065264455974102,870.313,163.0,-576.0,368.0
88,879.371,1.9057846069335938,-0.2106897532939911,-9.883264541625977,879.9019999999999,-0.0,-0.001065264455974102,0.0,880.202,157.0,-582.0,388.0
89,889.4649999999999,1.9057846069335938,-0.24899697303771973,-9.787496566772461,889.815,-0.0,-0.001065264455974102,-0.001065264455974102,890.115,145.0,-594.0,375.0
90,899.1479999999999,1.9153614044189453,-0.2298433631658554,-9.835380554199219,900.089,-0.001065264455974102,-0.002130528911948204,0.0,900.2869999999999,163.0,-594.0,381.0
91,909.002,1.9345149993896484,-0.23942017555236816,-9.758766174316406,910.002,-0.001065264455974102,-0.002130528911948204,0.0,910.203,145.0,-576.0,362.0
92,918.892,1.9153614044189453,-0.26815059781074524,-9.835380554199219,920.175,-0.001065264455974102,-0.003195793367922306,0.001065264455974102,920.373,151.0,-588.0,368.0
93,928.9730000000001,1.9057846069335938,-0.2585737705230713,-9.806650161743164,930.022,-0.0,-0.002130528911948204,0.0,930.4200000000001,163.0,-588.0,356.0
94,938.663,1.8962076902389526,-0.2298433631658554,-9.806650161743164,940.076,-0.0,-0.001065264455974102,-0.002130528911948204,940.078,145.0,-588.0,368.0
95,948.721,1.8962076902389526,-0.2585737705230713,-9.77791976928711,950.3810000000001,-0.0,0.0,-0.001065264455974102,950.198,151.0,-582.0,375.0
96,960.3660000000001,1.944091796875,-0.2585737705230713,-9.797073364257812,960.4240000000001,-0.002130528911948204,-0.001065264455974102,-0.001065264455974102,960.419,151.0,-588.0,381.0
97,970.3739999999999,1.9057846069335938,-0.24899697303771973,-9.84495735168457,970.472,-0.002130528911948204,-0.001065264455974102,-0.001065264455974102,970.668,151.0,-564.0,381.0
98,980.389,1.8962076902389526,-0.26815059781074524,-9.835380554199219,980.485,-0.001065264455974102,0.0,-0.001065264455974102,980.677,157.0,-594.0,375.0
